Year,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Average Game Time in Minutes,177,181,178,176,169,171,169,171,175,175,175,174,176,180,184,187,180,184,188,184,190,186
